Devil7.0.SCAFFOLD,Devil7.1.SCAFFOLD,Chromosome,LENGTH,CHROMOSOME POSITION,GENOME POSITION
GL867210.1,Chr6_supercontig_000002486,6,2544,259746431,3086187401
GL867211.1,Chr6_supercontig_000002487,6,2028,259748459,3086189429
GL867212.1,Chr6_supercontig_000002488,6,1517,259749976,3086190946
GL867213.1,Chr6_supercontig_000002489,6,2043,259752019,3086192989
GL867214.1,Chr6_supercontig_000002490,6,2841,259754860,3086195830
GL867215.1,Chr6_supercontig_000002491,6,1706,259756566,3086197536
GL867216.1,Chr6_supercontig_000002492,6,2969,259759535,3086200505
GL867217.1,Chr6_supercontig_000002493,6,4688,259764223,3086205193
GL867218.1,Chr6_supercontig_000002494,6,1933,259766156,3086207126
GL867219.1,Chr6_supercontig_000002495,6,1598,259767754,3086208724
GL867220.1,Chr6_supercontig_000002496,6,1620,259769374,3086210344
GL867221.1,Chr6_supercontig_000002497,6,2320,259771694,3086212664
GL867222.1,Chr6_supercontig_000002498,6,1817,259773511,3086214481
GL867223.1,Chr6_supercontig_000002499,6,3258,259776769,3086217739
GL867224.1,Chr6_supercontig_000002500,6,1522,259778291,3086219261
GL867225.1,Chr6_supercontig_000002501,6,5203,259783494,3086224464
GL867226.1,Chr6_supercontig_000002502,6,2873,259786367,3086227337
GL867227.1,Chr6_supercontig_000002503,6,3135,259789502,3086230472
GL867228.1,Chr6_supercontig_000002504,6,1781,259791283,3086232253
GL867229.1,Chr6_supercontig_000002505,6,2290,259793573,3086234543
GL867230.1,Chr6_supercontig_000002506,6,3574,259797147,3086238117
GL867231.1,Chr6_supercontig_000002507,6,1758,259798905,3086239875
GL867232.1,Chr6_supercontig_000002508,6,1996,259800901,3086241871
GL867233.1,Chr6_supercontig_000002509,6,2106,259803007,3086243977
GL867234.1,Chr6_supercontig_000002510,6,1518,259804525,3086245495
GL867235.1,Chr6_supercontig_000002511,6,2063,259806588,3086247558
GL867236.1,Chr6_supercontig_000002512,6,10516,259817104,3086258074
GL867237.1,Chr6_supercontig_000002513,6,1652,259818756,3086259726
GL867238.1,Chr6_supercontig_000002514,6,4468,259823224,3086264194
GL867239.1,Chr6_supercontig_000002515,6,4275,259827499,3086268469
GL867240.1,Chr6_supercontig_000002516,6,3188,259830687,3086271657
GL867241.1,Chr6_supercontig_000002517,6,3591,259834278,3086275248
GL867242.1,Chr6_supercontig_000002518,6,1790,259836068,3086277038
GL867243.1,Chr6_supercontig_000002519,6,2045,259838113,3086279083
GL867244.1,Chr6_supercontig_000002520,6,1991,259840104,3086281074
GL867245.1,Chr6_supercontig_000002521,6,2900,259843004,3086283974
GL867246.1,Chr6_supercontig_000002522,6,1566,259844570,3086285540
GL867247.1,Chr6_supercontig_000002523,6,2029,259846599,3086287569
GL867248.1,Chr6_supercontig_000002524,6,3414,259850013,3086290983
GL867249.1,Chr6_supercontig_000002525,6,1793,259851806,3086292776
GL867250.1,Chr6_supercontig_000002526,6,2237,259854043,3086295013
GL867251.1,Chr6_supercontig_000002527,6,1672,259855715,3086296685
GL867252.1,Chr6_supercontig_000002528,6,2836,259858551,3086299521
GL867253.1,Chr6_supercontig_000002529,6,1589,259860140,3086301110
GL867254.1,Chr6_supercontig_000002530,6,1526,259861666,3086302636
GL867255.1,Chr6_supercontig_000002531,6,5339,259867005,3086307975
GL867256.1,Chr6_supercontig_000002532,6,2079,259869084,3086310054
GL867257.1,Chr6_supercontig_000002533,6,1528,259870612,3086311582
GL867258.1,Chr6_supercontig_000002534,6,2511,259873123,3086314093
GL867259.1,Chr6_supercontig_000002535,6,3244,259876367,3086317337
GL867260.1,Chr6_supercontig_000002536,6,1560,259877927,3086318897
GL867261.1,Chr6_supercontig_000002537,6,2038,259879965,3086320935
GL867262.1,Chr6_supercontig_000002538,6,1552,259881517,3086322487
GL867263.1,Chr6_supercontig_000002539,6,1990,259883507,3086324477
GL867264.1,Chr6_supercontig_000002540,6,3352,259886859,3086327829
GL867265.1,Chr6_supercontig_000002541,6,1877,259888736,3086329706
GL867266.1,Chr6_supercontig_000002542,6,2934,259891670,3086332640
GL867267.1,Chr6_supercontig_000002543,6,1683,259893353,3086334323
GL867268.1,Chr6_supercontig_000002544,6,1811,259895164,3086336134
GL867269.1,Chr6_supercontig_000002545,6,2106,259897270,3086338240
GL867270.1,Chr6_supercontig_000002546,6,1785,259899055,3086340025
GL867271.1,Chr6_supercontig_000002547,6,2049,259901104,3086342074
GL867272.1,Chr6_supercontig_000002548,6,1889,259902993,3086343963
GL867273.1,Chr6_supercontig_000002549,6,4281,259907274,3086348244
GL867274.1,Chr6_supercontig_000002550,6,3122,259910396,3086351366
GL867275.1,Chr6_supercontig_000002551,6,1996,259912392,3086353362
GL867276.1,Chr6_supercontig_000002552,6,3287,259915679,3086356649
GL867277.1,Chr6_supercontig_000002553,6,1944,259917623,3086358593
GL867278.1,Chr6_supercontig_000002554,6,2959,259920582,3086361552
GL867279.1,Chr6_supercontig_000002555,6,2341,259922923,3086363893
GL867280.1,Chr6_supercontig_000002556,6,1546,259924469,3086365439
GL867281.1,Chr6_supercontig_000002557,6,5065,259929534,3086370504
GL867282.1,Chr6_supercontig_000002558,6,12617,259942151,3086383121
GL867283.1,Chr6_supercontig_000002559,6,2216,259944367,3086385337
GL867284.1,Chr6_supercontig_000002560,6,8425,259952792,3086393762
GL867285.1,Chr6_supercontig_000002561,6,6147,259958939,3086399909
GL867286.1,Chr6_supercontig_000002562,6,2374,259961313,3086402283
GL867287.1,Chr6_supercontig_000002563,6,1964,259963277,3086404247
GL867288.1,Chr6_supercontig_000002564,6,5693,259968970,3086409940
GL867289.1,Chr6_supercontig_000002565,6,5688,259974658,3086415628
GL867290.1,Chr6_supercontig_000002566,6,3896,259978554,3086419524
GL867291.1,Chr6_supercontig_000002567,6,7002,259985556,3086426526
GL867292.1,Chr6_supercontig_000002568,6,8508,259994064,3086435034
GL867293.1,Chr6_supercontig_000002569,6,5869,259999933,3086440903
GL867294.1,Chr6_supercontig_000002570,6,1762,260001695,3086442665
GL867295.1,Chr6_supercontig_000002571,6,1505,260003200,3086444170
GL867296.1,Chr6_supercontig_000002572,6,5811,260009011,3086449981
GL867297.1,Chr6_supercontig_000002573,6,4954,260013965,3086454935
GL867298.1,Chr6_supercontig_000002574,6,4917,260018882,3086459852
GL867299.1,Chr6_supercontig_000002575,6,2494,260021376,3086462346
GL867300.1,Chr6_supercontig_000002576,6,6505,260027881,3086468851
GL867301.1,Chr6_supercontig_000002577,6,3649,260031530,3086472500
GL867302.1,Chr6_supercontig_000002578,6,2870,260034400,3086475370
GL867303.1,Chr6_supercontig_000002579,6,2984,260037384,3086478354
GL867304.1,Chr6_supercontig_000002580,6,2807,260040191,3086481161
GL867305.1,Chr6_supercontig_000002581,6,3009,260043200,3086484170
GL867306.1,Chr6_supercontig_000002582,6,1586,260044786,3086485756
GL867307.1,Chr6_supercontig_000002583,6,1974,260046760,3086487730
GL867308.1,Chr6_supercontig_000002584,6,4007,260050767,3086491737
GL867309.1,Chr6_supercontig_000002585,6,2282,260053049,3086494019
GL867310.1,Chr6_supercontig_000002586,6,1823,260054872,3086495842
GL867311.1,Chr6_supercontig_000002587,6,1940,260056812,3086497782
GL867312.1,Chr6_supercontig_000002588,6,2127,260058939,3086499909
GL867313.1,Chr6_supercontig_000002589,6,2814,260061753,3086502723
GL867314.1,Chr6_supercontig_000002590,6,2727,260064480,3086505450
GL867315.1,Chr6_supercontig_000002591,6,1931,260066411,3086507381
GL867316.1,Chr6_supercontig_000002592,6,3410,260069821,3086510791
GL867317.1,Chr6_supercontig_000002593,6,2825,260072646,3086513616
GL867318.1,Chr6_supercontig_000002594,6,2009,260074655,3086515625
GL867319.1,Chr6_supercontig_000002595,6,3211,260077866,3086518836
GL867320.1,Chr6_supercontig_000002596,6,12332,260090198,3086531168
GL867321.1,Chr6_supercontig_000002597,6,2448,260092646,3086533616
GL867322.1,Chr6_supercontig_000002598,6,2478,260095124,3086536094
GL867323.1,Chr6_supercontig_000002599,6,2235,260097359,3086538329
GL867324.1,Chr6_supercontig_000002600,6,1818,260099177,3086540147
GL867325.1,Chr6_supercontig_000002601,6,2380,260101557,3086542527
GL867326.1,Chr6_supercontig_000002602,6,2827,260104384,3086545354
GL867327.1,Chr6_supercontig_000002603,6,1642,260106026,3086546996
GL867328.1,Chr6_supercontig_000002604,6,1922,260107948,3086548918
GL867329.1,Chr6_supercontig_000002605,6,5064,260113012,3086553982
GL867330.1,Chr6_supercontig_000002606,6,3363,260116375,3086557345
GL867331.1,Chr6_supercontig_000002607,6,5398,260121773,3086562743
GL867332.1,Chr6_supercontig_000002608,6,3236,260125009,3086565979
GL867333.1,Chr6_supercontig_000002609,6,2149,260127158,3086568128
GL867334.1,Chr6_supercontig_000002610,6,1714,260128872,3086569842
GL867335.1,Chr6_supercontig_000002611,6,2177,260131049,3086572019
GL867336.1,Chr6_supercontig_000002612,6,1767,260132816,3086573786
GL867337.1,Chr6_supercontig_000002613,6,2178,260134994,3086575964
GL867338.1,Chr6_supercontig_000002614,6,2796,260137790,3086578760
GL867339.1,Chr6_supercontig_000002615,6,2096,260139886,3086580856
GL867340.1,Chr6_supercontig_000002616,6,1627,260141513,3086582483
GL867341.1,Chr6_supercontig_000002617,6,4295,260145808,3086586778
GL867342.1,Chr6_supercontig_000002618,6,6216,260152024,3086592994
GL867343.1,Chr6_supercontig_000002619,6,2455,260154479,3086595449
GL867344.1,Chr6_supercontig_000002620,6,1858,260156337,3086597307
GL867345.1,Chr6_supercontig_000002621,6,1640,260157977,3086598947
GL867346.1,Chr6_supercontig_000002622,6,1539,260159516,3086600486
GL867347.1,Chr6_supercontig_000002623,6,2104,260161620,3086602590
GL867348.1,Chr6_supercontig_000002624,6,2618,260164238,3086605208
GL867349.1,Chr6_supercontig_000002625,6,2890,260167128,3086608098
GL867350.1,Chr6_supercontig_000002626,6,5619,260172747,3086613717
GL867351.1,Chr6_supercontig_000002627,6,2870,260175617,3086616587
GL867352.1,Chr6_supercontig_000002628,6,2155,260177772,3086618742
GL867353.1,Chr6_supercontig_000002629,6,6224,260183996,3086624966
GL867354.1,Chr6_supercontig_000002630,6,3317,260187313,3086628283
GL867355.1,Chr6_supercontig_000002631,6,1575,260188888,3086629858
GL867356.1,Chr6_supercontig_000002632,6,2266,260191154,3086632124
GL867357.1,Chr6_supercontig_000002633,6,1848,260193002,3086633972
GL867358.1,Chr6_supercontig_000002634,6,1569,260194571,3086635541
GL867359.1,Chr6_supercontig_000002635,6,2178,260196749,3086637719
GL867360.1,Chr6_supercontig_000002636,6,1567,260198316,3086639286
GL867361.1,Chr6_supercontig_000002637,6,1533,260199849,3086640819
GL867362.1,Chr6_supercontig_000002638,6,2947,260202796,3086643766
GL867363.1,Chr6_supercontig_000002639,6,2047,260204843,3086645813
GL867364.1,Chr6_supercontig_000002640,6,4878,260209721,3086650691
GL867365.1,Chr6_supercontig_000002641,6,9568,260219289,3086660259
GL867366.1,Chr6_supercontig_000002642,6,2165,260221454,3086662424
GL867367.1,Chr6_supercontig_000002643,6,4378,260225832,3086666802
GL867368.1,Chr6_supercontig_000002644,6,1527,260227359,3086668329
GL867369.1,Chr6_supercontig_000002645,6,3523,260230882,3086671852
GL867370.1,Chr6_supercontig_000002646,6,1657,260232539,3086673509
GL867371.1,Chr6_supercontig_000002647,6,3345,260235884,3086676854
GL867372.1,Chr6_supercontig_000002648,6,1740,260237624,3086678594
GL867373.1,Chr6_supercontig_000002649,6,1619,260239243,3086680213
GL867374.1,Chr6_supercontig_000002650,6,18310,260257553,3086698523
GL867375.1,Chr6_supercontig_000002651,6,2215,260259768,3086700738
GL867376.1,Chr6_supercontig_000002652,6,2124,260261892,3086702862
GL867377.1,Chr6_supercontig_000002653,6,2563,260264455,3086705425
GL867378.1,Chr6_supercontig_000002654,6,4995,260269450,3086710420
GL867379.1,Chr6_supercontig_000002655,6,2028,260271478,3086712448
GL867380.1,Chr6_supercontig_000002656,6,2190,260273668,3086714638
GL867381.1,Chr6_supercontig_000002657,6,2113,260275781,3086716751
GL867382.1,Chr6_supercontig_000002658,6,4590,260280371,3086721341
GL867383.1,Chr6_supercontig_000002659,6,1533,260281904,3086722874
GL867384.1,Chr6_supercontig_000002660,6,2043,260283947,3086724917
GL867385.1,Chr6_supercontig_000002661,6,2282,260286229,3086727199
GL867386.1,Chr6_supercontig_000002662,6,1633,260287862,3086728832
GL867387.1,Chr6_supercontig_000002663,6,2150,260290012,3086730982
GL867388.1,Chr6_supercontig_000002664,6,4893,260294905,3086735875
GL867389.1,Chr6_supercontig_000002665,6,4363,260299268,3086740238
GL867390.1,Chr6_supercontig_000002666,6,1524,260300792,3086741762
GL867391.1,Chr6_supercontig_000002667,6,3155,260303947,3086744917
GL867392.1,Chr6_supercontig_000002668,6,1524,260305471,3086746441
GL867393.1,Chr6_supercontig_000002669,6,3155,260308626,3086749596
GL867394.1,Chr6_supercontig_000002670,6,2252,260310878,3086751848
GL867395.1,Chr6_supercontig_000002671,6,9169,260320047,3086761017
GL867396.1,Chr6_supercontig_000002672,6,15982,260336029,3086776999
GL867397.1,Chr6_supercontig_000002673,6,3871,260339900,3086780870
GL867398.1,Chr6_supercontig_000002674,6,5889,260345789,3086786759
GL867399.1,Chr6_supercontig_000002675,6,7143,260352932,3086793902
GL867400.1,Chr6_supercontig_000002676,6,19598,260372530,3086813500
GL867401.1,Chr6_supercontig_000002677,6,4841,260377371,3086818341
GL867402.1,Chr6_supercontig_000002678,6,20755,260398126,3086839096
GL867403.1,Chr6_supercontig_000002679,6,8196,260406322,3086847292
GL867404.1,Chr6_supercontig_000002680,6,6952,260413274,3086854244
GL867405.1,Chr6_supercontig_000002681,6,3249,260416523,3086857493
GL867406.1,Chr6_supercontig_000002682,6,6436,260422959,3086863929
GL867407.1,Chr6_supercontig_000002683,6,7330,260430289,3086871259
GL867408.1,Chr6_supercontig_000002684,6,7430,260437719,3086878689
GL867409.1,Chr6_supercontig_000002685,6,10509,260448228,3086889198
GL867410.1,Chr6_supercontig_000002686,6,2246,260450474,3086891444
GL867411.1,Chr6_supercontig_000002687,6,3336,260453810,3086894780
GL867412.1,Chr6_supercontig_000002688,6,3664,260457474,3086898444
GL867413.1,Chr6_supercontig_000002689,6,4712,260462186,3086903156
GL867414.1,Chr6_supercontig_000002690,6,3291,260465477,3086906447
GL867415.1,Chr6_supercontig_000002691,6,1924,260467401,3086908371
GL867416.1,Chr6_supercontig_000002692,6,6432,260473833,3086914803
GL867417.1,Chr6_supercontig_000002693,6,2008,260475841,3086916811
GL867418.1,Chr6_supercontig_000002694,6,2760,260478601,3086919571
GL867419.1,Chr6_supercontig_000002695,6,2251,260480852,3086921822
GL867420.1,Chr6_supercontig_000002696,6,2087,260482939,3086923909
GL867421.1,Chr6_supercontig_000002697,6,2950,260485889,3086926859
GL867422.1,Chr6_supercontig_000002698,6,2236,260488125,3086929095
GL867423.1,Chr6_supercontig_000002699,6,6264,260494389,3086935359
GL867424.1,Chr6_supercontig_000002700,6,17143,260511532,3086952502
GL867425.1,Chr6_supercontig_000002701,6,18201,260529733,3086970703
GL867426.1,Chr6_supercontig_000002702,6,1979,260531712,3086972682
GL867427.1,Chr6_supercontig_000002703,6,2411,260534123,3086975093
GL867428.1,Chr6_supercontig_000002704,6,13581,260547704,3086988674
GL867429.1,Chr6_supercontig_000002705,6,16582,260564286,3087005256
GL867430.1,Chr6_supercontig_000002706,6,25515,260589801,3087030771
GL867431.1,Chr6_supercontig_000002707,6,13180,260602981,3087043951
GL867432.1,Chr6_supercontig_000002708,6,19714,260622695,3087063665
GL867433.1,Chr6_supercontig_000002709,6,9419,260632114,3087073084
GL867434.1,Chr6_supercontig_000002710,6,11013,260643127,3087084097
GL867435.1,Chr6_supercontig_000002711,6,12220,260655347,3087096317
GL867436.1,Chr6_supercontig_000002712,6,8594,260663941,3087104911
GL867437.1,Chr6_supercontig_000002713,6,9514,260673455,3087114425
GL867438.1,Chr6_supercontig_000002714,6,5505,260678960,3087119930
GL867439.1,Chr6_supercontig_000002715,6,22466,260701426,3087142396
GL867440.1,Chr6_supercontig_000002716,6,24809,260726235,3087167205
GL867441.1,Chr6_supercontig_000002717,6,14778,260741013,3087181983
GL867442.1,Chr6_supercontig_000002718,6,10297,260751310,3087192280
GL867443.1,Chr6_supercontig_000002719,6,5895,260757205,3087198175
GL867444.1,Chr6_supercontig_000002720,6,7994,260765199,3087206169
GL867445.1,Chr6_supercontig_000002721,6,6886,260772085,3087213055
GL867446.1,Chr6_supercontig_000002722,6,6557,260778642,3087219612
GL867447.1,Chr6_supercontig_000002723,6,6879,260785521,3087226491
GL867448.1,Chr6_supercontig_000002724,6,30874,260816395,3087257365
GL867449.1,Chr6_supercontig_000002725,6,14927,260831322,3087272292
GL867450.1,Chr6_supercontig_000002726,6,5324,260836646,3087277616
GL867451.1,Chr6_supercontig_000002727,6,5378,260842024,3087282994
GL867452.1,Chr6_supercontig_000002728,6,5605,260847629,3087288599
GL867453.1,Chr6_supercontig_000002729,6,7366,260854995,3087295965
GL867454.1,Chr6_supercontig_000002730,6,18715,260873710,3087314680
GL867455.1,Chr6_supercontig_000002731,6,5939,260879649,3087320619
GL867456.1,Chr6_supercontig_000002732,6,11000,260890649,3087331619
GL867457.1,Chr6_supercontig_000002733,6,5699,260896348,3087337318
GL867458.1,Chr6_supercontig_000002734,6,5979,260902327,3087343297
GL867459.1,Chr6_supercontig_000002735,6,14418,260916745,3087357715
GL867460.1,Chr6_supercontig_000002736,6,17283,260934028,3087374998
GL867461.1,Chr6_supercontig_000002737,6,5830,260939858,3087380828
GL867462.1,Chr6_supercontig_000002738,6,8837,260948695,3087389665
GL867463.1,Chr6_supercontig_000002739,6,20413,260969108,3087410078
GL867464.1,Chr6_supercontig_000002740,6,13072,260982180,3087423150
GL867465.1,Chr6_supercontig_000002741,6,15511,260997691,3087438661
GL867466.1,Chr6_supercontig_000002742,6,12953,261010644,3087451614
GL867467.1,Chr6_supercontig_000002743,6,6951,261017595,3087458565
GL867468.1,Chr6_supercontig_000002744,6,32793,261050388,3087491358
GL867469.1,Chr6_supercontig_000002745,6,6286,261056674,3087497644
GL867470.1,Chr6_supercontig_000002746,6,9859,261066533,3087507503
GL867471.1,Chr6_supercontig_000002747,6,5207,261071740,3087512710
GL867472.1,Chr6_supercontig_000002748,6,12864,261084604,3087525574
GL867473.1,Chr6_supercontig_000002749,6,2141,261086745,3087527715
GL867474.1,Chr6_supercontig_000002750,6,1574,261088319,3087529289
GL867475.1,Chr6_supercontig_000002751,6,1806,261090125,3087531095
GL867476.1,Chr6_supercontig_000002752,6,4748,261094873,3087535843
GL867477.1,Chr6_supercontig_000002753,6,6320,261101193,3087542163
GL867478.1,Chr6_supercontig_000002754,6,1688,261102881,3087543851
GL867479.1,Chr6_supercontig_000002755,6,1594,261104475,3087545445
GL867480.1,Chr6_supercontig_000002756,6,2046,261106521,3087547491
GL867481.1,Chr6_supercontig_000002757,6,1637,261108158,3087549128
GL867482.1,Chr6_supercontig_000002758,6,1876,261110034,3087551004
GL867483.1,Chr6_supercontig_000002759,6,1531,261111565,3087552535
